Date,Occurrence,Startup Name,Industry,Description,Location,Investors,Investment Type,Amount in USD,Website URL
22/01/2018,01/01/1900,Paperflite,Technology,IT,Chennai,The Chennai Angels,Angel / Seed Funding,400000,https://www.paperflite.com/
22/01/2018,01/01/1900,Skillate,Technology,Artificial Intellegence,Bangalore,"Incubate Fund India, Anuj Agrawal",Private Equity,,https://www.skillate.com/
22/01/2018,02/01/1900,HungerBox,Consumer Internet,Food and Beverages,Bangalore,Lionrock Capital,Private Equity,2500000,http://hungerbox.com
22/01/2018,01/01/1900,OptaCredit,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,4000000,https://www.optacredit.com/
22/01/2018,01/01/1900,AEON Learning,Technology,Education,Bangalore,Dr. Ranjan Pai,Private Equity,3200000,http://www.aeonlearning.net/
18/01/2018,03/01/1900,ShareChat,Consumer Internet,Social,Bangalore,"Xiaomi Singapore, Shunwei Capital",Private Equity,18200000,https://www.sharechat.com/
17/01/2018,01/01/1900,Rubix,Technology,Education,Pune,Polaris Fund,Private Equity,1000000,http://www.rubix108.com/
15/01/2018,02/01/1900,pi Ventures,Finance,Venture Capital,Bangalore,"Sunil Kant Munjal, Hero Electronix’s corporate financing arm, Electronic Development Fund",Private Equity,25000000,http://www.piventures.in/
15/01/2018,01/01/1900,Streak,Technology,Algorithmic Trading,Bangalore,"Indian fintech fund, Rainmatter",Angel / Seed Funding,354600,https://www.streak.com/
15/01/2018,01/01/1900,Newgen Software,Technology,IT,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,20000000,http://www.newgensoft.com/
12/01/2018,05/01/1900,Razorpay,FinTech,Payment Gateway,Bangalore,"Tiger Global, Y Combinator",Private Equity,20000000,https://razorpay.com/
12/01/2018,01/01/1900,Kuants,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,80000,http://kuants.in/
10/01/2018,01/01/1900,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,18840000,
10/01/2018,01/01/1900,Tapzo,Technology,Personal Assistant,Bangalore,RuNet & Other,Private Equity,1930000,https://www.tapzo.com/
10/01/2018,01/01/1900,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000,http://samfin.in/
10/01/2018,01/01/1900,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000,http://smtpl.com/
09/01/2018,01/01/1900,Kinsane Entertainment Inc,Entertainment,Digital Entertainment for Children,Mumbai,,Seed/Angel Funding,2500000,https://www.kinsane.com/
09/01/2018,06/01/1900,Lendingkart,FinTech,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000,https://www.lendingkart.com/
08/01/2018,01/01/1900,DAAKI,E-commerce,Sports Nutrition Supplement etailer,Bangalore,Rohan Agila,Angel / Seed Funding,,http://www.daaki.com/
05/01/2018,02/01/1900,WOTU,E-commerce,Food and Beverages,Bangalore,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,,http://wotu.in
04/01/2018,01/01/1900,EarlySalary,FinTech,Online Lending,Pune,Eight Roads Ventures India,Private ,15700000,http://earlysalary.com/
02/01/2018,02/01/1900,CleverTap,Technology,Mobile App Analytics,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,,https://clevertap.com/
27/12/2017,01/01/1900,Garage On Road,E-Commerce,Online vehicle service booking platform,Noida,Gaurav Gupta,Private Equity,,http://garageonroad.com/
27/12/2017,01/01/1900,Foyr.com,Technology,Realty Tech Startup solving real life Interior Designing problems ,Hyderabad,Jones Lang LaSalle,Private Equity,3800000,https://foyr.com/
26/12/2017,01/01/1900,Specsmakers,E-Commerce,Online Spects Platform for Men and Women,Chennai,Eight Roads Ventures India,Private Equity,10000000,https://www.specsmakers.in/
21/12/2017,01/01/1900,IGP.com,E-Commerce,Online Gifting Platform,Uttar Pradesh,Venture Catalysts,Private Equity,,https://www.igp.com/
21/12/2017,01/01/1900,EasyEcom,E-Commerce,Ecommerce enabler platform,Bangalore,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,150000,http://www.easyecom.in/
21/12/2017,04/01/1900,Indus OS,Technology,Regional Operating System for Smartphones,Mumbai,Omidyar Network,Private Equity,4000000,http://www.indusos.com/
20/12/2017,01/01/1900,Spandana Sphoorty,Finance,Micro finance institution providing small ticket unsecured loans to women,Hyderabad,"Kedaraa Capital, Ontario Teachers'",Private Equity,19500000,http://www.spandanaindia.com/
20/12/2017,01/01/1900,Your Quote,Technology,Vernacular and Video Content Platform,Bangalore,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,1000000,https://www.yourquote.in/
19/12/2017,01/01/1900,Peel Works,Technology,SaaS based Big Data Analytics Platform,Mumbai,Unilever Ventures,Private Equity,,http://www.peel-works.com/
19/12/2017,02/01/1900,Springboard,Technology,Online Courses and Mentoring from Experts,Bangalore,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,9500000,https://www.springboard.com/
19/12/2017,01/01/1900,9Stacks,Technology,Online Poker Platform,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,1500000,https://www.9stacks.com/
18/12/2017,01/01/1900,Sky Met Weather,Technology,Weather Forecast Platform,Noida,InsuResillience Investment Fund,Private Equity,,https://www.skymetweather.com/
15/12/2017,02/01/1900,Cash Suvidha,FinTech,Online Micro-Lending Platform,Delhi,,Debt Funding,2700000,https://www.cashsuvidha.com/
15/12/2017,02/01/1900,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed/Angel Funding,537000,https://www.purplle.com/
14/12/2017,01/01/1900,Transversal Technologies,Technology,Hyperlocal Video Information Sharing Platform,Bangalore,Matrix Partners,Private Equity,6000000,http://www.transervetechnologies.com/
14/12/2017,01/01/1900,WeDoSky,Technology,Provides Business Insights using Drone Imaginary,Delhi,Mumbai Angels Network,Private Equity,,http://wedosky.com/
14/12/2017,02/01/1900,Curofy,Technology,Mobile App for Network of Doctors,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,250000,https://curofy.com/
14/12/2017,04/01/1900,HomeLane,Consumer Internet,Online Furniture Marketplace,Bangalore,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,10000000,https://www.homelane.com/
14/12/2017,01/01/1900,Tea Box,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,Bangalore,RB Investments,Private Equity,7000000,https://www.teabox.com/
13/12/2017,01/01/1900,Capita World,Technology,Artificial Intelligence Platform to Raise Funds,Mumbai,"Mohan Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre",Private Equity,,https://www.capitaworld.com/
13/12/2017,02/01/1900,DocsApp,Technology,Mobile Application for Doctor Consultation,Bangalore,Bessemer Venture Partners,Private Equity,7200000,https://www.docsapp.in/
13/12/2017,01/01/1900,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,27000000,http://nazara.com/
13/12/2017,02/01/1900,MindTickle,B2B SaaS,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,27000000,https://www.mindtickle.com/
12/12/2017,01/01/1900,Simility,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Partners,Private Equity,17500000,https://simility.com/
12/12/2017,02/01/1900,Fracktal Works,Technology,Platform based on 3D printing and Digital Manufacturing,Bangalore,Hyderabad Angels,Seed/Angel Funding,,https://fracktal.in/
12/12/2017,01/01/1900,I Can Stay,Technology,Hotel Aggregator Platform,Delhi,HT Media,Private Equity,1800000,https://www.icanstay.com/
12/12/2017,01/01/1900,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Munesh Khanna,Seed/Angel Funding,233000,https://www.shopholix.com/
11/12/2017,01/01/1900,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bangalore,Village Capital,Seed/Angel Funding,50000,https://www.projectmudra.com/
11/12/2017,04/01/1900,Furlenco,eCommerce,Furniture Rental Platform,Bangalore,Aamir Khan,Debt Funding,1200000,https://www.furlenco.com/
11/12/2017,01/01/1900,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,1500000,https://www.vahdamteas.com/
11/12/2017,01/01/1900,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/Angel Funding,50000,https://logicroots.com/
08/12/2017,01/01/1900,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,5000000,https://www.inshorts.com/
07/12/2017,03/01/1900,eShakti,Ecommerce,Women's Fashion Clothing Online Platform,Chennai,IDG Ventures,Debt Funding,2300000,http://www.eshakti.com/
07/12/2017,01/01/1900,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,750000,http://cygnushospitals.com/
07/12/2017,01/01/1900,The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,3100000,https://www.thelabellife.com/
07/12/2017,03/01/1900,Mswipe,B2B SaaS,Mobile point of sale services provider,Mumbai,Eduardo Saverin,Private Equity,10000000,http://www.mswipe.com/
06/12/2017,01/01/1900,Fintobox,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,7000000,https://flintobox.com/
06/12/2017,01/01/1900,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,60000000,https://www.greenlightplanet.com/
05/12/2017,01/01/1900,Mobycy,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed/Angel Funding,500000,http://www.mobycy.com/
05/12/2017,02/01/1900,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,1000000,https://handytrain.com/
05/12/2017,01/01/1900,Tata Housing,Real Estate,Residential Project ,Mumbai,Hines,Private Equity,23000000,http://www.tatahousing.in/
05/12/2017,05/01/1900,Dunzo,E-commerce,Daily Task Management Mobile App,Bangalore,Google,Private Equity,12300000,https://www.dunzo.in/
01/12/2017,01/01/1900,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Scale Minds,Private Equity,,https://www.stratagroup.in/strata-enviro
28/11/2017,01/01/1900,Stanza Living,Technology,Student accommodation platform,Delhi,"Matrix PArtners, Accel",Private Equity,2000000,http://stanzaliving.com/
28/11/2017,03/01/1900,MobieFit,HealthTech,Health and fitness based mobile App,Goa,"NB Ventures, MediAssist",Seed/Angel Funding,1350000,https://www.mobiefit.com/
28/11/2017,02/01/1900,FR8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital,Debt Funding,1500000,https://www.fr8.in/
28/11/2017,03/01/1900,Chumbak,eCommerce,Designer-led consumer products,Bangalore,Gaja Capital,Private Equity,13000000,https://www.chumbak.com/
27/11/2017,02/01/1900,Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sense Ventures,Private Equity,3800000,
27/11/2017,01/01/1900,ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed/Angel Funding,39000,
27/11/2017,01/01/1900,Edelweiss,Finance,Diversified Financial,Mumbai,Undisclosed investors,Private Equity,270000000,https://www.edelweiss.in/
24/11/2017,01/01/1900,TempGo,Technology,IoT and SaaS based transportation platform,Goa,Javelin StartupO Victory Fund,Seed/Angel Funding,250000,
24/11/2017,01/01/1900,IDG Ventures,Finance,Venture Capitalist,Bangalore,Uniliver Ventures,Private Equity,10000000,http://www.idgvcindia.com/
23/11/2017,02/01/1900,WittyFeed,Storytelling,Viral Content and storytelling platform,Indore,Sandeep Aggarwal,Seed/Angel Funding,,https://www.wittyfeed.com/
22/11/2017,01/01/1900,MiStay,Technology,Online Hotel Reservation Platform,Bangalore,Axilor Ventures,Seed/Angel Funding,,https://www.mistay.in/
21/11/2017,01/01/1900,Portea,Healthcare,Healthcare facilities at doorstep,Bangalore,"Sabre Partners, MEMG CDC",Private Equity,26000000,https://www.portea.com/
21/11/2017,01/01/1900,Epiq Capital,Finance,Tech based investor firm,Mumbai,Global Institutional Investors,Private Equity,200000000,http://epiqcapital.com/
21/11/2017,01/01/1900,Credit Mate,Technology,Vehicle loan approval platform,Mumbai,Paytm,Private Equity,,http://creditmate.in/
21/11/2017,01/01/1900,RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed/Angel Funding,250000,https://www.redbook.com.au/
21/11/2017,01/01/1900,Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed/Angel Funding,400000,http://www.nuvepro.com/
21/11/2017,01/01/1900,Heckyl,Technology,Big Data Analytics Platform,Mumbai,"Notion Capital, IDG Ventures",Private Equity,2700000,http://www.heckyl.com/
21/11/2017,04/01/1900,Rapido,Consumer Internet,Bike and Taxi pooling online platform,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed/Angel Funding,329230,https://rapido.bike/
20/11/2017,02/01/1900,ONN Bikes,Technology,Self riding bike rental program,Mumbai,Z Nation Lab,Seed/Angel Funding,692000,https://www.onnbikes.com/
17/11/2017,01/01/1900,Perspectico,Technology,Placement preparation and career growth training platform,Delhi,"SSCBS Innovation, Incubation Foundation (SIIF)",Seed/Angel Funding,,http://www.perspectico.com/
17/11/2017,01/01/1900,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed/Angel Funding,200000,
15/11/2017,01/01/1900,Reniso,Technology,End-to-End property management for landlords living away,New Delhi,"Nishit Sharma, Alok Srivastava",Seed Funding,,http://reniso.com/
15/11/2017,01/01/1900,Omnia Information,Technology,WiFi Analytics Platform,Delhi,Omidyar Network,Private Equity,3000000,
15/11/2017,01/01/1900,Josh Talks,Inspiration,Storytelling platform,Gurgaon,"Girish Mathrubootham, Apurva Chamaria, Rohit Chanana",Private Equity,,https://www.joshtalks.com/
15/11/2017,02/01/1900,Sumeru,Technology,Banking Software License Platform,Bangalore,Undisclosed Investors,Seed Funding,900000,https://www.sumerusolutions.com/
15/11/2017,01/01/1900,ElderAid Wellness,Healthcare,Social Healthcare Enterprise,Bangalore,Rugmini Menon,Angel Funding,,http://www.elderaid.in/
14/11/2017,01/01/1900,Active AI,Technology,AI based FinTech platform,Bangalore,Vertex Ventures,Private Equity,8250000,https://active.ai/
14/11/2017,02/01/1900,Hungry Foal,Ecommerce,Healthy & Nutrition based snacks online platform,Gurgaon,GAIL India Ltd,Seed Funding,,http://www.hungryfoal.com/
13/11/2017,01/01/1900,Universal Sportsbiz Pvt. Ltd,ECommerce,Celebrity fashion accessories and merchandise,Mumbai,Accel Partners,PrivateEquity,15000000,http://meesho.com/
10/11/2017,01/01/1900,Happily Unmarried,ECommerce,Online Gifting platform,Nw Delhi,Wipro Consumer Care,Private Equity,,https://www.eazydiner.com/
10/11/2017,02/01/1900,Qubole,Technology,Big Data based analytics platform,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,25000000,https://www.qubole.com/
09/11/2017,01/01/1900,Mobiliz AR,Technology,Augmented Reality based Tech platform,Bangalore,"IDG Ventures, IDFC-Parampara Fund",Private Equity,,https://www.thirdwatch.ai/
09/11/2017,01/01/1900,Tilite Technologies Pvt. Ltd,Technology,Saas based Corporate Travel Management Solution,Bangalore,Matrix Partners,Seed Funding,,https://www.onestepup.in/
09/11/2017,01/01/1900,NoPaperForms,Technology,Enrolment Management Platform,Delhi,Info Edge,Seed Funding,872000,http://letsservice.in/
08/11/2017,03/01/1900,Fisdom,FinTech,Mutual Fund Investment App,Bangalore,Quona Capital Management,Private Equity,3000000,https://www.fisdom.com/
08/11/2017,01/01/1900,TalentEdge,Technology,Distance Education Learning Platform,Bangalore,Lumis Partners,Private Equity,7600000,https://talentedge.in/
08/11/2017,01/01/1900,FarmLink,eCommerce,Online platform for Agricultural products,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,3000000,http://farmlink.in/
08/11/2017,01/01/1900,OpenApp,Technology,IoT based Tech Startup,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,3600000,https://openapp.co/
07/11/2017,02/01/1900,Crayon Data,Technology,Customer Engagement Platform,New Delhi,Infosys co-founder Kris Gopalakrishnan,Seed Funding,,http://www.crayondata.com/
07/11/2017,01/01/1900,DocTalk,Technology,Doctor Patient Communication platform,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,5000000,http://www.getdoctalk.com/
07/11/2017,01/01/1900,CoveIoT,Technology,Wearable tech and Internet of Things platform,Bangalore,"Titan Co Ltd, Tata Group’s watch and jewellery retailing firm",Private Equity,5000000,http://coveiot.com/
06/11/2017,02/01/1900,Leverage Edu,ECommerce,Online platform for Higher Education Services,New Delhi,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed Funding,,https://leverageedu.com/
06/11/2017,01/01/1900,Smart Karma,Technology,Financial Technology Research Platform,Bangalore,IDG Ventures India,Private Equity,,https://www.smartkarma.com/home/
04/11/2017,01/01/1900,Hevo Data,Technology,Real time data analytics & reporting,Bangalore,IDG Ventures India,Private Equity,1000000,https://hevodata.com/
03/11/2017,01/01/1900,HalaPlay,Consumer Internet,Online Fantasy Games,Mumbai,"Kae Capital Management, Nazara Technologies",Seed Funding,,http://www.halaplay.com/home
03/11/2017,01/01/1900,Kalpnik Technologies,Technology,VR based Spiritual platform,Bangalore,Venture Catalysts,Seed Funding,500000,http://www.kalpnik.com/
03/11/2017,01/01/1900,Vagupu,Technology,Online Tutorial Marketplace,Bangalore,Undisclosed Investors,Seed Funding,1000000,https://vagupu.com/
02/11/2017,01/01/1900,AadharAPI.com,Technology,Aadhaar-based API provider,Pune,CIO Angel Network,Seed Funding,,https://aadhaarapi.com/
02/11/2017,01/01/1900,Prest Loans,Finance,Business & SME Loans provider,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,570000,http://www.prestloans.com/
02/11/2017,02/01/1900,FreshBoxx,ECommerce,Online Grocery Store,Bangalore,Jayant Humbarwadi,Seed Funding,,http://www.freshboxx.co.in/
